sentence	sentence_tagged	regulator	regulated	span_regulator_regulated	label
To measure MelR - dependent repression of melR promoter activity , the pRW50 derivatives carrying the TB20 , TB22 , TB23 or TB10 fragments were transformed into WAM1321 melR lac cells containing either pJW15 , encoding melR , or empty control vector , pJWmelR and b - galactosidase activities were measured .	To measure @TF$ - dependent repression of melR promoter activity , the pRW50 derivatives carrying the TB20 , TB22 , TB23 or TB10 fragments were transformed into WAM1321 melR lac cells containing either pJW15 , encoding @Regulated$ , or empty control vector , pJWmelR and b - galactosidase activities were measured .	MelR	melR	[[11, 15], [219, 223]]	no_relation
Given the proximity of this binding site to the start site for transcription , these results suggest a model where AraC sterically inhibits the binding of XylR and RNA polymerase to the P xylA promoter , consistent with our experimental results .	Given the proximity of this binding site to the start site for transcription , these results suggest a model where @TF$ sterically inhibits the binding of XylR and RNA polymerase to the P @Regulated$ promoter , consistent with our experimental results .	AraC	xylA	[[115, 119], [188, 192]]	repressor
Another example is the NarL / NarP - and FNR - stimulated expression of nirB and nrf genes , which are repressed by Fis and IHF ( Browning et al . , 2002 ) .	Another example is the @TF$ / NarP - and FNR - stimulated expression of @Regulated$ and nrf genes , which are repressed by Fis and IHF ( Browning et al . , 2002 ) .	NarL	nirB	[[23, 27], [72, 76]]	activator
( 2001 ) DNA binding sites for the Mlc and NagC proteins : regulation of nagE , encoding the N - acetylglucosamine specific transporter in Escherichia coli .	( 2001 ) DNA binding sites for the Mlc and @TF$ proteins : regulation of @Regulated$ , encoding the N - acetylglucosamine specific transporter in Escherichia coli .	NagC	nagE	[[43, 47], [73, 77]]	regulator
By replacing the 274 bp of wild - type DNA from - 467 to - 194 with heterologous sequences it was shown that neither NanR nor NagC requires this segment of DNA in order to activate fimB expression .	By replacing the 274 bp of wild - type DNA from - 467 to - 194 with heterologous sequences it was shown that neither NanR nor @TF$ requires this segment of DNA in order to activate @Regulated$ expression .	NagC	fimB	[[126, 130], [181, 185]]	activator
This investigation reveals that the similarity sufficient to guarantee homology is hardly found between the regulatory protein and the regulated protein , except for the relation between the repressor RbsR and the regulated operon rbsDACBK , where RbsR has been indicated to show considerable similarity to the ribose binding protein RbsB ( Mauzy &amp; Hermodson , 1992 ) , and for some of the regulatory proteins that are known to be self - regulated at the level of transcription .	This investigation reveals that the similarity sufficient to guarantee homology is hardly found between the regulatory protein and the regulated protein , except for the relation between the repressor @TF$ and the regulated operon @Regulated$ , where RbsR has been indicated to show considerable similarity to the ribose binding protein RbsB ( Mauzy &amp; Hermodson , 1992 ) , and for some of the regulatory proteins that are known to be self - regulated at the level of transcription .	RbsR	rbsDACBK	[[201, 205], [231, 239]]	regulator
In contrast , in all three known examples of MarA - repressed genes ( hdeA , purA , and rob ) , the marbox is in the backward orientation and is proximal to or overlapping the RNAP - binding site ( see Fig . 8 ) .	In contrast , in all three known examples of @TF$ - repressed genes ( @Regulated$ , purA , and rob ) , the marbox is in the backward orientation and is proximal to or overlapping the RNAP - binding site ( see Fig . 8 ) .	MarA	hdeA	[[45, 49], [70, 74]]	repressor
Like MalE - SoxS , MarA ( i ) activated the transcription of zwf , fpr , fumC , micF , nfo , and sodA ; ( ii ) required a 21 - bp  soxbox  sequence to activate zwf transcription ; and ( iii ) was  ambidextrous ,  i . e . , required the C - terminal domain of the a subunit of RNA polymerase for activation of zwf but not fumC or micF .	Like MalE - SoxS , @TF$ ( i ) activated the transcription of zwf , fpr , fumC , micF , @Regulated$ , and sodA ; ( ii ) required a 21 - bp  soxbox  sequence to activate zwf transcription ; and ( iii ) was  ambidextrous ,  i . e . , required the C - terminal domain of the a subunit of RNA polymerase for activation of zwf but not fumC or micF .	MarA	nfo	[[19, 23], [87, 90]]	activator
The results described above also suggest that when O NR is placed closer to the fimB promoter , NanR is better able to activate fimB expression , and further work supports this idea .	The results described above also suggest that when O NR is placed closer to the fimB promoter , @TF$ is better able to activate @Regulated$ expression , and further work supports this idea .	NanR	fimB	[[96, 100], [128, 132]]	activator
The napF operon provides the only known example of a promoter activated by NarP but not NarL .	The @Regulated$ operon provides the only known example of a promoter activated by @TF$ but not NarL .	NarP	napF	[[75, 79], [4, 8]]	activator
DNA sequence inspection and previous results indicating that RhaS was required for activation of rhaT expression ( 40 ) suggested that RhaS binds to DNA at the rhaT promoter , but direct evidence of RhaS protein binding to rhaT promoter DNA had not been obtained .	DNA sequence inspection and previous results indicating that RhaS was required for activation of rhaT expression ( 40 ) suggested that RhaS binds to DNA at the @Regulated$ promoter , but direct evidence of @TF$ protein binding to rhaT promoter DNA had not been obtained .	RhaS	rhaT	[[199, 203], [160, 164]]	no_relation
A plasmid carrying the mlc gene expressed from its own promoter ( pMlc2 , a gift from S . Ichihara ) produced a 10 - fold repression of the manX â€“ lacZ fusion , while a plasmid in which Mlc was under the control of the lac promoter , pTZ ( Mlc ) , reduced expression of the fusion to less than measurable values ( greater than 100 - fold ; Table 5 ) .	A plasmid carrying the mlc gene expressed from its own promoter ( pMlc2 , a gift from S . Ichihara ) produced a 10 - fold repression of the @Regulated$ â€“ lacZ fusion , while a plasmid in which Mlc was under the control of the lac promoter , pTZ ( @TF$ ) , reduced expression of the fusion to less than measurable values ( greater than 100 - fold ; Table 5 ) .	Mlc	manX	[[242, 245], [140, 144]]	no_relation
In the present study , we first identified two positively charged amino acids in 70 , K593 and R599 , and three negatively charged amino acids in RhaR , D276 , E284 , and D285 , that were important for RhaR - mediated transcription activation of the rhaSR operon .	In the present study , we first identified two positively charged amino acids in 70 , K593 and R599 , and three negatively charged amino acids in @TF$ , D276 , E284 , and D285 , that were important for  RhaR - mediated transcription activation of the @Regulated$ operon .	RhaR	rhaSR	[[146, 150], [250, 255]]	no_relation
Thus , TB201 is a derivative of TB20 in which the DNA site for CRP located between MelR site 1 Other determinants for MelR - dependent repression of the melR promoter To investigate the effects of altering the spacing between MelR - binding site R and the upstream sites , derivatives of the TB22 fragment with 5 - or 10 - bp deletions , or with 5 - , 41 - or 91 - bp insertions were constructed ( see Figure 6A and Materials and methods section ) .	Thus , TB201 is a derivative of TB20 in which the DNA site for CRP located between MelR site 1 Other determinants for @TF$ - dependent repression of the @Regulated$ promoter To investigate the effects of altering the spacing between MelR - binding site R and the upstream sites , derivatives of the TB22 fragment with 5 - or 10 - bp deletions , or with 5 - , 41 - or 91 - bp insertions were constructed ( see Figure 6A and Materials and methods section ) .	MelR	melR	[[118, 122], [153, 157]]	repressor
Transcription of the dnaA gene from the promoter 1P has been shown to be activated in vitro and in vivo by the binding of IciA protein to two sites on the dnaA promoter region	Transcription of the dnaA gene from the promoter 1P has been shown to be activated in vitro and in vivo by the binding of @TF$ protein to two sites on the @Regulated$ promoter region	IciA	dnaA	[[122, 126], [155, 159]]	no_relation
The glmUS operon , which is regulated positively by NagC , also relies upon co - operative binding of NagC to two sites ( 2 ) .	The @Regulated$ operon , which is regulated positively by NagC , also relies upon co - operative binding of @TF$ to two sites ( 2 ) .	NagC	glmUS	[[102, 106], [4, 9]]	no_relation
It is possible that NarP and Fnr may activate napF transcription synergistically whereas Fnr and NarL cannot , as discussed below .	It is possible that @TF$ and Fnr may activate @Regulated$ transcription synergistically whereas Fnr and NarL cannot , as discussed below .	NarP	napF	[[20, 24], [46, 50]]	activator
To further investigate ArgP - mediated activation of dapB transcription , we purified His - tagged ArgP protein ( 17 ) and used it to perform EMSE .	To further investigate @TF$ - mediated activation of @Regulated$ transcription , we purified His - tagged ArgP protein ( 17 ) and used it to perform EMSE .	ArgP	dapB	[[23, 27], [53, 57]]	activator
( 2009 ) 420 , 249 – 257 ( Printed in Great Britain ) doi : 10.1042 / BJ20090183 249 Competition between NarL - dependent activation and Fis - dependent repression controls expression from the Escherichia coli yeaR and ogt promoters Derrick J .	( 2009 ) 420 , 249 – 257 ( Printed in Great Britain ) doi : 10.1042 / BJ20090183 249 Competition between @TF$ - dependent activation and Fis - dependent repression controls expression from the Escherichia coli yeaR and @Regulated$ promoters Derrick J .	NarL	ogt	[[105, 109], [219, 222]]	activator
Thus , although the region of the ydhY â€“ T promoter containing the â€ 16 and + 15 heptamers was recognized by NarL in vitro , mutation of these heptamers did not affect NarL - mediated repression in vivo .	Thus , although the region of the @Regulated$ â€“ T promoter containing the â€ 16 and + 15 heptamers was recognized by @TF$ in vitro , mutation of these heptamers did not affect NarL - mediated repression in vivo .	NarL	ydhY	[[113, 117], [34, 38]]	repressor
One site , designated the IciA I site , was located upstream IciA protein binds two sites in the dnaA promoter region DNase I - protection experiments were performed to identify binding sites of the IciA protein in the dnaA promoter region ( Fig . 3 ) .	One site , designated the IciA I site , was located upstream IciA protein binds two sites in the dnaA promoter region DNase I - protection experiments were performed to identify binding sites of the @TF$ protein in the @Regulated$ promoter region ( Fig . 3 ) .	IciA	dnaA	[[199, 203], [219, 223]]	no_relation
